-25.0 -4.0
-25.0 -4.0
-18.0 -9.5
-4.0 -11.0
-5.0 -5.0
-2.0 -2.0
17.0 -9.0
18.0 1.0
-2.0 -2.0
-5.0 -5.0
-4.0 -11.0
-18.0 -9.5
