-5.0 -10.0
-5.0 -10.0
-4.0 -8.0
-3.0 -7.5
-3.0 -8.0
-2.0 -7.0
-3.0 -7.0
-3.0 -6.0
-4.0 -7.0
-4.0 -5.0
-2.0 -5.0
-5.0 -7.0
-4.5 -7.0
-5.0 -6.0
-5.0 -4.0
-4.0 -3.0
-4.0 -4.0
-3.0 -3.0
-3.5 -4.0
-2.0 -4.0
-3.0 -4.0
-2.0 -4.5
